Company,Disc,Speed,Glide,Turn,Fade,Max Weight,Diameter,Height,Rim Depth,Inside Diameter,Rim Thickness,Rim Depth/Diameter Ratio,Rim Config,Flexibility
Reptilian Disc Golf,Scale,2,1,0,3,174.3,21,2.2,1.5,19,1,7.1,68,10.43
Reptilian Disc Golf,Serpent,2,2,0,0,174.3,21,2.2,1.5,19.1,1,7.1,86.75,4.88
Reptilian Disc Golf,Stego,3,1,1,4,176.8,21.3,1.8,1.2,19.3,1,5.6,74,9.19
Reptilian Disc Golf,Tyrant,7,3,0,4,176,21.2,1.4,1.1,17.6,1.8,5.2,28,8.62
Rip Disc Golf,Ballistic,13,4,-2,3,175.1,21.1,2,1.2,16.4,2.4,5.7,33.25,11.45
Rip Disc Golf,Graboide,2,1,0,3,176,21.2,2.5,1.7,18.6,1.3,8,73,7.94
Rip Disc Golf,Relic,2,2,-2,2,176,21.2,2.4,1.7,18.6,1.3,8,76.5,8.51
RPM Discs,Arcturus,4,5,-0.5,0.5,180.9,21.8,2,1.2,19.2,1.3,5.5,38.25,3.86
RPM Discs,Kahu,13,5,-1.5,3,174.3,21,1.5,1.1,16.2,2.4,5.2,31.5,10.87
RPM Discs,Kea,5,5,0,3,176,21.2,1.9,1.4,18,1.4,6.6,62.75,11.11
RPM Discs,Kiwi,10,5,-1.5,2,175.1,21.1,1.4,1.2,17.1,2,5.7,26.25,8.05
RPM Discs,Ruru,3,3,0,1,174.3,21,2.3,1.6,18.9,1,7.6,72.75,8.28
RPM Discs,Tui,3,4,-1,0,175.1,21.1,1.8,1.4,19.3,0.9,6.6,44.25,4.76
Salient Discs,Antidote,5,5,0,1,178.5,21.5,2,1.3,18.9,1.3,6,43.25,6.69
Salient Discs,Backdraft,12,5,-1,2,176.8,21.3,2,1.3,16.4,2.4,6.1,30.5,8.05
Salient Discs,Touch,2,3,0,1,176,21.2,2,1.4,17.8,1.2,6.6,54.75,5.1
Salient Discs,Vein,8,4,0,2,176.8,21.3,1.9,1.3,17.4,1.8,6.1,27.75,7.94
Skyiron,Flagship,11,4,-3,2,178.5,21.5,1.3,1.1,17.2,2.2,5.1,26.25,9.98
Skyquest Discs,Chainzilla,2,3,-1,1,176,21.2,2.2,1.7,19.2,1,8,56,4.42
Skyquest Discs,L13,10,5,-3,2,176,21.2,1.5,1.1,17,2.1,5.2,26.75,6.46
Skyquest Discs,L13 ,10,5,-3,2,175.1,21.1,1.5,1.1,16.9,2.1,5.2,26.75,6.35
Skyquest Discs,Medusa,11,3,-2,2,176,21.2,1.5,1.1,17,2.1,5.2,29.25,5.33
Snap Discsports,Helios,10,5,-2,1,180.1,21.7,1.6,1.2,17,2.3,5.5,28.5,11.79
Storm Disc Golf,Jet Stream,12,5,-1,3,174.3,21,1.7,1.2,16.5,2.3,5.7,26.5,8.28
Storm Disc Golf,The Crater,3,2,0,3,175.1,21.1,1.8,1.3,19,1.1,6.2,79.25,7.71
Streamline Discs,Drift,7,5,-2,1,176,21.2,1.8,1.2,17.7,1.8,5.7,33,9.3
Streamline Discs,Pilot,2,5,-1,1,176,21.2,1.9,1.5,18.2,1,7.1,64,11.11
Streamline Discs,Runway,5,4,0,3.5,178.5,21.5,1.7,1.4,18.6,1.4,6.5,47.25,9.87
Streamline Discs,Trace,11,5,-1,2,176,21.2,1.7,1.2,16.8,2.2,5.7,31.25,9.98
TOBU Discs,Charge,9,4,-1,2,175.1,21.1,1.5,1.1,17.6,1.7,5.2,27,8.39
TOBU Discs,Power Roller,8,4,-3,1,175.1,21.1,1.4,1.1,17.5,1.8,5.2,29.5,7.94
UB Disc Golf - Hand Candy,Lex,2,3,0,1,177.6,21.4,2.1,1.6,19.6,0.9,7.5,77,4.54
UB Disc Golf - Hand Candy,Monstrum,11,5,0,3,175.1,21.1,1.5,1.3,16.4,2.4,6.2,31.25,7.26
UB Disc Golf - Hand Candy,Procul,12,4,-3,2,175.1,21.1,1.6,1.3,16.4,2.3,6.2,27,8.28
Vibram Disc Golf,Arch,8,5,0,2,174.3,21,1.9,1.1,17.4,1.8,5.2,34,6.35
Vibram Disc Golf,Ascent,8,4,0,3,175.1,21.1,1.6,1.2,17.3,1.9,5.7,30,4.42
Vibram Disc Golf,Crag,4,4,0,3.5,177.6,21.4,2,1.4,18.6,1.4,6.5,31.75,4.65
Vibram Disc Golf,Four20,13,4,0,4,174.3,21,1.7,1.1,16.2,2.4,5.2,26,6.69
Vibram Disc Golf,Ibex,5,4,-1,1,178.5,21.5,2.4,1.3,18.9,1.3,6,46.25,7.14
Vibram Disc Golf,Lace,14,6,-1.5,1,174.3,21,1.8,1.1,16.2,2.4,5.2,28.5,8.05
Vibram Disc Golf,Launch,5,5,-1,2,177.6,21.4,2.1,1.3,18.8,1.3,6.1,51.25,4.76
Vibram Disc Golf,Notch,7,3,0,4,174.3,21,2,1.2,17.2,1.9,5.7,36.75,7.14
Vibram Disc Golf,O-Lace,13,5,-1,3,174.3,21,1.7,1.1,16.3,2.3,5.2,26,6.58
Vibram Disc Golf,Obex,5,4,-0.5,2.5,178.5,21.5,2.1,1.2,18.9,1.3,5.6,41,4.54
Vibram Disc Golf,Onyx,8,6,-3,1,174.3,21,1.8,1.1,17.3,1.8,5.2,30.75,5.33
Vibram Disc Golf,Ridge,2,3,0,1,175.1,21.1,2,1.6,19.3,0.9,7.6,61.25,8.05
Vibram Disc Golf,Solace,13,4,0,4,175.1,21.1,1.7,1.1,16.2,2.4,5.2,27,9.3
Vibram Disc Golf,Sole,2,3,0,2,176,21.2,2.3,1.5,19.2,1,7.1,58.75,5.1
Vibram Disc Golf,Summit,2,3,-1,0,175.1,21.1,1.9,1.2,19.2,0.9,5.7,61.25,0.56
Vibram Disc Golf,Trak,7,4,-1,2,174.3,21,1.7,1.2,17.2,1.9,5.7,33.25,6.12
Vibram Disc Golf,unLace,14,6,-5,1,175.1,21.1,1.9,1.1,16.3,2.4,5.2,28.75,6.21
Vibram Disc Golf,V.P.,2,3,0,2,175.1,21.1,2,1.6,19.1,0.9,7.6,66.75,4.76
Vibram Disc Golf,Valley,7,5,-1,1,174.3,21,1.9,1.1,17.4,1.8,5.2,31.25,5.22
Vibram Disc Golf,Vamp,7,5,-2,1,174.3,21,1.9,1.2,17.2,1.9,5.7,34.75,6.35
Viking Discs,Axe,4,3,0,1,176,21.2,2,1.3,19.2,1,6.1,57,8.16
Viking Discs,Barbarian,7,5,0,2,176.8,21.3,1.8,1.2,17.6,1.9,5.6,35.75,11.68
Viking Discs,Berserker,10,5,-3.5,1.5,176,21.2,1.7,1.2,17,2.1,5.7,28.75,9.53
Viking Discs,Cosmos,7,5,-0.5,1,174.3,21,1.6,1.1,17.4,1.8,5.2,28.5,9.41
Viking Discs,Knife,3,3,0,2,175.1,21.1,1.9,1.8,19.1,1,8.5,58.75,10.32
Viking Discs,Loki,4,2,0,2,177.6,21.4,1.9,1.3,18.5,1.5,6.1,44.5,8.62
Viking Discs,Nordic Warrior,4,4,0,2,178.5,21.5,2,1.4,18.7,1.4,6.5,36,12.25
Viking Discs,Ragnarok,11,5,-1,2,176,21.2,2.1,1.1,16.9,2.1,5.2,27.75,9.53
Viking Discs,Rune,2,4,0,0,176,21.2,2.1,1.6,19,1.1,7.5,55.5,9.07
Viking Discs,Thunder God Thor,14,5,0,2,174.3,21,1.7,1.2,16,2.5,5.7,28,12.02
Viking Discs,Valhalla,12,5,0,2,176.8,21.3,2,1.2,16.8,2.2,5.6,28,8.96
Westside Golf Discs,Ahti,9,3,0,4,176,21.2,1.7,1.1,17.2,2,5.2,28.75,9.98
Westside Golf Discs,Anvil,4,2,0,4,176.8,21.3,1.8,1.2,18.3,1.5,5.6,41.75,11.57
Westside Golf Discs,Bard,5,4,0,3,180.1,21.7,1.9,1.3,18.8,1.5,6,42.5,7.14
Westside Golf Discs,Boatman,11,5,0,2,177.6,21.4,1.9,1.3,17,2.2,6.1,29.5,10.32
Westside Golf Discs,Boatman VIP Air,10,5,0,2,177.6,21.4,1.9,1.3,17,2.2,6.1,29.5,10.66
Westside Golf Discs,Catapult,14,5,-0.5,3,175.1,21.1,1.6,1.1,16.6,2.3,5.2,27,10.87
Westside Golf Discs,Crown,3,4,0,1,176,21.2,2,1.4,19.2,1,6.6,54,12.02
Westside Golf Discs,Destiny,14,6,-2,3,176,21.2,1.6,1.1,16.6,2.3,5.2,28.5,10.66
Westside Golf Discs,Fortress,10,4,0,3,176,21.2,1.5,1.1,17.2,2,5.2,28,9.64
Westside Golf Discs,Giant,13,5,0,3.5,175.1,21.1,1.7,1.2,16.6,2.3,5.7,29.25,10.89
Westside Golf Discs,Giant VIP Air,13,4,0,3.5,175.1,21.1,1.7,1.2,16.6,2.3,5.7,29.25,10.43
Westside Golf Discs,Harp,4,3,0,2,176,21.2,1.6,1.4,19,1.1,6.6,65,11.79
Westside Golf Discs,Hatchet,9,6,-2,1.5,176.8,21.3,2,1.2,17.6,1.9,5.6,27,8.96
Westside Golf Discs,King,14,5,-2,3,175.1,21.1,1.9,1.1,16.5,2.3,5.2,29.25,10.55
Westside Golf Discs,King VIP Air,14,5,-1.5,3,176,21.2,1.8,1.1,16.5,2.3,5.2,29.25,8.39
Westside Golf Discs,Longbowman,9,4,0,3,176.8,21.3,1.6,1.1,17.7,1.8,5.2,36,10.77
Westside Golf Discs,Maiden,3,3,-1,1,176,21.2,1.8,1.3,19.2,1,6.1,57.75,11.79
Westside Golf Discs,Northman,10,5,-1,2,178.5,21.5,1.7,1.1,17.5,2,5.1,28.25,9.64
Westside Golf Discs,Northman VIP Air,10,5,-1,2,177.6,21.4,2,1.1,17.4,2,5.1,28.25,8.96
Westside Golf Discs,Pine,5,4,0,2,180.1,21.7,1.9,1.3,18.7,1.5,6,39.75,8.28
Westside Golf Discs,Queen,14,5,-3,2,176,21.2,1.5,1.1,16.6,2.3,5.2,29.5,9.19
Westside Golf Discs,Sampo,10,5,-0.5,2,176,21.2,1.9,1.2,17,2.1,5.7,34.75,7.14
Westside Golf Discs,Seer,7,5,-1.5,1.5,176,21.2,1.8,1.1,17.7,1.8,5.2,42.5,7.6
Westside Golf Discs,Shield,3,3,0,1,175.1,21.1,2.5,1.4,19,1,6.6,67,5.33
Westside Golf Discs,Sling,4,5,-0.5,1,180.9,21.8,1.8,1.2,19.3,1.3,5.5,41,8.39
Westside Golf Discs,Sorcerer,13,6,-1,2.5,176,21.2,1.6,1.1,16.7,2.3,5.2,32.25,9.64
Westside Golf Discs,Stag,8,6,-1,2,176,21.2,1.8,1.2,17.4,1.9,5.7,29.25,9.3
Westside Golf Discs,Stag VIP Air,8,6,-1,2,175.1,21.1,1.8,1.2,17.3,1.9,5.7,29.25,8.85
Westside Golf Discs,Swan,3,3,-1,0,175.1,21.1,1.9,1.4,19,1.1,6.6,55.75,7.82
Westside Golf Discs,Swan Reborn,3,3,-2.5,2,175.1,21.1,1.9,1.3,18.9,1.1,6.2,52.5,2.83
Westside Golf Discs,Sword,12,5,-1,2,176,21.2,1.8,1.2,16.8,2.2,5.7,28.75,9.41
Westside Golf Discs,Sword VIP Air,12,5,-0.5,2,175.1,21.1,1.7,1.2,16.7,2.2,5.7,28.75,8.96
Westside Golf Discs,Tursas,5,5,-2.5,1,180.1,21.7,1.7,1.3,18.9,1.4,6,42.5,7.82
Westside Golf Discs,Tursas VIP Air,5,5,-2,1,179.3,21.6,1.7,1.3,18.8,1.4,6,42.5,8.73
Westside Golf Discs,Underworld,7,6,-3,1,176.8,21.3,1.8,1.2,17.4,1.9,5.6,30.25,8.39
Westside Golf Discs,Underworld VIP Air,7,6,-3,1,176.8,21.3,1.6,1.2,17.4,1.9,5.6,30.25,8.85
Westside Golf Discs,War Horse,13,4,0,4,175.1,21.1,1.6,1.2,16.6,2.2,5.7,28,12.02
Westside Golf Discs,Warship,6,5,0,1,180.1,21.7,2.1,1.3,18.9,1.4,6,31,8.05
Westside Golf Discs,Warship VIP Air,5,6,0,1,180.1,21.7,1.9,1.3,18.9,1.4,6,31,7.37
Westside Golf Discs,World,14,4,0,3,176,21.2,1.6,1.2,16.3,2.4,5.7,28,10.55
Yikun Sports,Claws,1,2,0,0,176,21.2,2,1.7,19.4,0.9,8,85,7.14
Yikun Sports,Crossbow,4,2,0.5,4,176.8,21.3,1.6,1.3,18.2,1.6,6.1,42.75,9.64
Yikun Sports,Da'e,13,5,0,2,174.3,21,1.7,1.1,16.2,2.4,5.2,27.5,11.57
Yikun Sports,Gou,8,5,-4,1,176.8,21.3,1.8,1.2,17.4,1.9,5.6,33.75,10.87
Yikun Sports,Gui,2,3,0,2,175.1,21.1,1.8,1.5,19.1,1,7.1,59,8.39
Yikun Sports,Hammer,2,3,0,3,175.1,21.1,1.7,1.4,18.5,1.3,6.6,56.25,11.11
Yikun Sports,Hu,9,5,-2,2,176,21.2,1.8,1.1,17.4,1.9,5.2,31.75,11.34
Yikun Sports,Jiao,6,5,-2,1.5,176,21.2,1.6,1.1,18,1.6,5.2,32,5.56
Yikun Sports,Jun,11,5,-1,2,175.1,21.1,2,1.2,16.8,2.1,5.7,29.75,11.91
Yikun Sports,Kui,5,5,0,2.5,176,21.2,2.1,1.3,17.9,1.6,6.1,35.75,9.64
Yikun Sports,Lu,14,5,-1,3,176,21.2,1.4,1.1,16.4,2.4,5.2,31.25,7.94
Yikun Sports,Twin Swords,12,5,-0.5,2,176,21.2,1.9,1.2,16.4,2.4,5.7,26.5,8.05
Yikun Sports,View,6,4,-1,2,175.1,21.1,2,1.2,17.6,1.7,5.7,32.75,9.98
Yikun Sports,Wei,10,5,-2.5,2,175.1,21.1,1.7,1.1,17.1,2,5.2,30.25,10.55
Yikun Sports,Wings,3,3,0,2,176,21.2,1.8,1.2,19.2,1,5.7,56.75,7.48
Yikun Sports,Yao,4,4,0,2,179.3,21.6,1.9,1.4,18.8,1.4,6.5,39.75,12.02
ABC Discs,Flying Squirrel,5,5,-3,2,181.8,21.9,2,1.4,1.3,19.4,6.4,30.75,3.52
Loft Discs,Hydrogen,1,2,0,0,176,21.2,2.1,1.5,19.7,0.7,7.1,72.25,8.75
Cheengz,I-One,5,5,0,0,183.4,22.1,2,1.4,20.3,0.9,6.3,65.25,4.32
Elevation Disc Golf,Interceptor,5,4,-1,2,175.1,21.1,1.5,1.1,18.2,1.4,5.2,49.5,0.91
Discmania,Tilt,9,1,1,6,175.1,21.1,1.6,1.2,17.1,2,5.7,29.25,12.05
Wild Discs,Orca,12,5,-1.5,2,176,21.2,1.4,1.1,16.6,2.3,5.2,28.5,11.59
Wild Discs,Addax,5,5,0,1,180.1,21.7,1.7,1.3,18.7,1.5,6,39.25,11.7
Lone Star Disc,Mad Cat,9,5,0,2,176,21.2,1.8,1.2,17.4,1.9,5.7,30,5.23
Lone Star Disc,The Harpoon,4,3,0,2,178.5,21.5,1.7,1.2,19.1,1.2,5.6,54.25,6.93
Latitude 64,Trust,5,5,0,2,180.1,21.7,1.9,1.3,19.1,1.3,6,43.75,10.57
Latitude 64,Grace,11,6,-1,2,175.1,21.1,1.6,1.1,16.6,2.2,5.2,30.5,11.93
Hero Disc,Bullseye,2,3,0,2,175.1,21.1,1.8,1.4,19.1,1,6.6,60.75,7.95
Hero Disc,Stinger,4,3,0,2,176,21.2,1.9,1.3,19.2,1,6.1,51.5,7.36
Hero Disc,Maximus,7,6,-2,1,175.1,21.1,1.6,1.2,17.6,1.7,5.7,31.25,8.75
Discmania,Majesty,13,5,-2,2,174.3,21,1.7,1.2,16.2,2.4,5.7,27.25,10.34
Latitude 64,Rive,13,5,0,3.5,175.1,21.1,1.8,1.2,16.5,2.3,5.7,30,12.16
Latitude 64,Faith,2,3,0,1,176,21.2,2.2,1.5,19,1.1,7.1,59.5,12.05
EV-7,Penrose ,2,4,0,2,175.1,21.1,2.1,1.5,18.9,1.1,7.1,60.25,6.37
RPM Discs,Kotuku,5,5,0,2,180.1,21.7,1.7,1.4,19,1.4,6.5,48.75,11.02
Millennium Golf Discs,Omega4 ,2,3,0,1,175.1,21.1,2,1.5,19,1,7.1,58,8.86
Infinite Discs,Alpaca,3,3,0,1,175.1,21.1,2,1.5,19,1,7.1,63.75,8.52
Lone Star Disc,The Mockingbird (Ka Kaw),7,5,-2,1,174.3,21,2,1.2,17.5,1.8,5.7,28.75,7.16
Yikun Discs,Qi,13,6,-2,2,176,21.2,1.6,1.1,16.5,2.3,5.2,28.5,7.95
Viking Discs,Odin,12,5,-1,3,176.8,21.3,1.4,1.1,16.6,2.3,5.2,26,11.02
Viking Discs,Fenrir,10,4,0,3,176.8,21.3,1.8,1.1,17.3,2,5.2,29.75,10.68
Lone Star Disc,Middy,5,5,0,3,177.6,21.4,1.6,1.2,18.8,1.3,5.6,42.75,5.11
Lone Star Disc,Penny Putter ,3,4,0,2,174.3,21,1.9,1.5,18.8,1.1,7.1,61.5,6.7
Innova Champion Discs,Animal,2,1,0,1,176,21.2,2.1,1.3,19.2,1,6.1,64,9.66
Launch Disc Golf,Cipher,8,4,-1,2,179.3,21.6,1.8,1.2,17.9,1.8,5.6,32.75,7.05
Yikun Discs,Xing,2,4,0,1,176.8,21.3,2.1,1.7,19.3,1,8,71,6.82
Yikun Discs,Yan,3,6,0,0,181.8,21.9,2.2,1.4,19.7,1.1,6.4,49,9.77
Yikun Discs,Shu,4,5,-2,1,180.9,21.8,1.8,1.1,19.1,1.3,5,36.75,6.59
Yikun Discs,Fu,7,5,0,2,176.8,21.3,1.8,1.2,17.5,1.9,5.6,28.5,9.77
RPM Discs,Kotare,12,5,0,3,176,21.2,1.5,1.2,16.5,2.3,5.7,28.5,9.77
Fourth Circle Discs,Firehawk,8,5,-2,1,176.8,21.3,1.9,1.2,17.7,1.8,5.6,26.25,7.16
Mint Discs,Longhorn,11,4,-1,2.5,176.8,21.3,1.5,1.2,17,2.1,5.6,31,9.89
Launch Disc Golf,Lander,3,4,-0.5,2,174.3,21,1.8,1.4,18.6,1.2,6.7,49.25,11.36
Launch Disc Golf,Code,5.5,4,-0.5,2,176,21.2,1.6,1.2,18.3,1.4,5.7,32.5,11.14
Launch Disc Golf,Code X,5,3,0,3,176,21.2,1.6,1.2,18.3,1.4,5.7,36.75,10.68
Discmania,Origin,5,5,-1,1,177.6,21.4,1.6,1.2,18.8,1.3,5.6,46.5,11.59
Prodigy Disc,D Model US++,,,,,174.3,21,1.7,1.1,16.6,2.2,5.2,26.5,10.8
Prodigy Disc,D Model US+,,,,,174.3,21,1.8,1.1,16.5,2.2,5.2,26.25,12.05
Prodigy Disc,F Model US,10,5,-2,1,176.8,21.3,1.5,1.1,17.2,2.1,5.2,32,11.59
Prodigy Disc,F Model OS,10,5,2,4,176.8,21.3,1.6,1.1,17.1,2.1,5.2,39,7.47
Prodigy Disc,F Model OS+,,,,,176,21.2,1.7,1.1,17.1,2.1,5.2,34.25,12.25
Prodigy Disc,P Model US,3,5,-1,1,176.8,21.3,2,1.5,19.1,1.1,7,63.75,6.93
Prodigy Disc,M Model US,4,5,-1,1,180.9,21.8,1.9,1.5,19.1,1.3,6.9,53,8.86
Infinite Discs,Maya,11,5,-3,1,175.1,21.1,1.6,1.1,16.9,2.1,5.2,31,9.32
Guru,Flow Motion,,,,,175.1,21.1,1.9,1.5,19,1,7.1,66.5,8.64
Guru,Mad Mission,3,3,0,2,176,21.2,1.8,1.4,19.2,1,6.6,70.5,8.3
Guru,Inter Locked,,,,,176,21.2,2.1,1.6,19.6,0.8,7.5,91.75,7.5
Guru,Silent Cruiser,5,5,0,2.5,175.1,21.1,1.8,1.3,17.8,1.6,6.2,39.5,8.86
Guru,Night Trooper,7,6,-1,1,174.3,21,1.5,1.1,17.5,1.8,5.2,29.25,6.36
Guru,Short Slacker,11,5,-1,2,174.3,21,1.4,1.2,16.8,2.1,5.7,28.25,12.05
Guru,Super Soft Golf Disc,,,,,175.1,21.1,1.6,1.2,19.1,1,5.7,52.5,1.7
Thought Space Athletics,Animus,11,5,0,2,176,21.2,1.6,1.2,17,2.1,5.7,30,11.82
Thought Space Athletics,Pathfinder,5,5,0,1,178.5,21.5,1.7,1.3,18.6,1.4,6,43,10
Storm Disc Golf,Wall Cloud,5,5,0,3,181.8,21.9,2.1,1.3,18.8,1.5,5.9,31.25,8.41
Discmania,DD2,13,5,-2,2,174.3,21,1.8,1.1,16.4,2.3,5.2,31.75,10.68
Above Ground Level,Locust,9,4,-1,3,176,21.2,1.6,1.1,17.2,2,5.2,29.75,10.8
Kastaplast,Svea,5,6,-1,0,181.8,21.9,2.1,1.3,19.3,1.3,5.9,41.5,6.14
Disc Golf Association,Hypercane,13,4,0,4,176,21.2,1.6,1.2,16.7,2.2,5.7,26.5,11.93
Black Zombie Disc Golf,Shotgun,5,5,0,2,182.6,22,1.8,1.3,18.8,1.6,5.9,48.25,10.68
Disctroyer,Stork,8,5,0,1,176.8,21.3,1.7,1.2,17.5,1.9,5.6,33.75,11.7
Innova Champion Discs,Invader,3,2,0,1,176,21.2,1.9,1.5,19.1,1,7.1,67.75,6.6
Dynamic Discs,Sergeant,11,4,0,2.5,176,21.2,1.5,1.2,17,2.1,5.7,28.5,11.7
Infinite Discs,Inca,5,5,0,3,180.1,21.7,1.9,1.4,19,1.3,6.5,36.25,9.09
Above Ground Level,Baobab,4,1,1,3,176.8,21.3,1.7,1.3,19.1,1.1,6.1,86.5,7.39
Above Ground Level,Ponderosa,3,4,-2,0,175.1,21.1,2.1,1.5,19,1,7.1,69.75,4.66
Discmania,PD3,11,3,0,5,174.3,21,1.7,1.2,16.6,2.2,5.7,37,11.59
Storm Disc Golf,Maelstrom,11,5,-1,3,177.6,21.4,1.7,1.1,17.1,2.2,5.1,33.5,7.95
RPM Discs,Kiwi,10,4,0,3,175.1,21.1,1.9,1.2,16.7,2.2,5.7,26,10.57
Mint Discs,Bullet,2,4,0,1,176,21.2,1.8,1.5,18.9,1.1,7.1,58.75,9.32
Mint Discs,Mustang,5,5,0,2,178.5,21.5,1.6,1.3,18.6,1.4,6,44.5,8.41
Above Ground Level,Cedar,11,5,0,3,178.5,21.5,1.7,1.1,17.1,2.2,5.1,27.25,11.48
Discraft,Hades,12,6,-3,2,174.3,21,1.6,1.1,16.5,2.3,5.2,30,11.93
MVP Disc Sports,Reactor,5,5,-0.5,1.5,177.6,21.4,1.7,1.3,18.5,1.4,6.1,44.5,9.87
Discmania,Essence,8,6,-2,1,174.3,21,1.8,1.2,17.4,1.8,5.7,33.25,11.59
Innova Champion Discs,Rhyno X,2,1,0,4,176,21.2,2,1.3,19.1,1,6.1,63.5,8.52
Prodigy Disc,D Model #3,,,,,174.3,21,1.6,1.1,16.7,2.2,5.2,26.25,11.93
Prodigy Disc,D Model #5,,,,,174.3,21,1.6,1.1,16.7,2.2,5.2,28.25,11.36
Prodigy Disc,D Model OS,13,5,0,4,174.3,21,1.5,1.1,16.7,2.2,5.2,26,11.59
Prodigy Disc,M Model S,6,4,0,3,180.1,21.7,2,1.5,19.1,1.3,6.9,47.25,10.91
Prodigy Disc,D Model US,13,6,-3,1,174.3,21,1.6,1.1,16.7,2.2,5.2,28.25,11.36
Fourth Circle Discs,Dingo,5,4,0,3,178.5,21.5,1.6,1.3,18.9,1.3,6,45,11.59
MVP Disc Sports,Ohm,2,5,0,1,176,21.2,1.9,1.5,19.1,1,7.1,58,8.41
Discraft,Fierce,3,4,-2,0,175.1,21.1,1.9,1.5,19,1,7.1,63.5,10.45
Innova Champion Discs,Invictus,10,4,0,3,176,21.2,1.5,1.2,16.9,2.1,5.7,29,11.59
Innova Champion Discs,Warhog,3,3,0,1,176,21.2,2.2,1.4,18.4,1.4,6.6,55.75,11.48
Legacy Discs,Vengeance,10,5,0,2,176,21.2,1.7,1.2,17.2,2,5.7,33,8.86
XCOM Discs,Tau or Taurus,2,3,0,0,174.3,21,2.2,1.5,18.9,1.1,7.1,60.5,7.95
XCOM Discs,Gem,5,5,0,0,176.8,21.3,2,1.3,18.7,1.3,6.1,47.75,9.77
XCOM Discs,Capricornus,5,4,-2,0,179.3,21.6,1.9,1.4,18.9,1.3,6.5,41.25,7.61
XCOM Discs,Ophiuchus,7,5,-3,1,174.3,21,1.6,1.1,17.7,1.6,5.2,34,7.5
XCOM Discs,XPT5,10,4,-1,2,177.6,21.4,1.7,1.1,17.2,2.1,5.1,27,10.11
Kastaplast,Lots,9,5,-1,2,175.1,21.1,1.5,1.1,17.3,1.9,5.2,29.5,10.23
Discmania,Tactic,4,2,0,3,177.6,21.4,1.8,1.4,19.1,1.1,6.5,53,10.8
Crosslap,Vigil,8,6,-2,2,180.1,21.7,1.5,1.1,17.9,1.9,5.1,32.5,7.39
RPM Discs,Kotare,12,5,0,3,176,21.2,1.5,1.2,16.5,2.3,5.7,31.75,12.16
Discmania,Sensei,3,3,0,1,176.8,21.3,2.3,1.4,19.2,1,6.6,71,10.68
Dynamic Discs,Bounty,4,5,-1.5,0.5,181.8,21.9,1.8,1.2,19.5,1.2,5.9,40.25,9.32
Dynamic Discs,Sergeant,11,4,0,2.5,175.1,21.1,1.7,1.2,16.9,2.1,5.7,28.5,12.16
Disctroyer,Sparrow (Varblane),3,3,0,2,176.8,21.3,1.9,1.6,19.1,1.1,7.4,69.75,5.34
Latitude 64,Sapphire,10,6,-2,1.5,174.3,21,1.7,1.2,17,2,5.7,29.5,11.02
Innova Champion Discs,Avatar,5,4,0,2,180.1,21.7,1.8,1.4,19,1.1,6.6,52.25,8.3
Infinite Discs,Ruin,3,3,0,3,180.9,21.8,1.8,1.4,19.1,1.3,6.4,49.25,7.73
Thought Space Athletics,Mantra,9,6,-2,1,176,21.2,1.7,1.2,17.1,2,5.7,32,9.09
Mint Discs,Freetail,10,5,-4,1,175.1,21.1,1.7,1.2,17.1,2,5.7,37.75,11.25
Latitude 64,SPZ 1,3,3,-2,1,176,21.2,2.1,1.5,19,1.1,7.1,59.25,9.66
Latitude 64,SPZ 2,5,6,-2,0,180.1,21.7,1.9,1.3,19.1,1.3,6,43,7.95
Latitude 64,SPZ 3,9,6,-2,2,175.1,21.1,1.8,1.2,17.3,1.9,5.7,31.25,9.77
Infinite Discs,Aztec,10,5,-1,2,176,21.2,1.5,1.1,16.9,2.1,5.2,33,10.8
Discraft,Malta,5,4,1,3,176.8,21.3,1.7,1.3,18.6,1.3,6.1,45,10.34
Innova Champion Discs,Croc,5.5,2,0,5,175.1,21.1,2,1.4,18.3,1.4,6.6,56.25,12.16
Prodigy Disc,FX-2,9,4,-0.5,3,175.1,21.1,1.6,1.2,17.1,2,5.7,29.25,12.16
Storm Disc Golf,Radar,2,5,0,0.5,175.1,21.1,2,1.5,19.1,1,7.1,55.5,8.41
Disctroyer,Skylark,,,,,180.1,21.7,1.9,1.5,19.3,1.4,6.9,46.5,5.57
Disc Golf Association,Rift,5,4,-1,1.5,179.3,21.6,1.8,1.3,18.6,1.5,6,47,9.89
Infinite Discs,Centurion,7,5,-1,2,175.1,21.1,1.8,1.2,17.8,1.7,5.7,37,8.75
Infinite Discs,Cohort,3.5,4,0,1,175.1,21.1,1.8,1.3,19.1,1,6.2,58.5,6.25
Above Ground Level,Sycamore,7,5,0,1,176,21.2,2.2,1.3,17.8,1.7,6.1,32.25,10.8
Discraft,Anax,10,6,0,3,177.6,21.4,1.7,1.2,17.5,1.9,5.6,29.75,10.45
Yikun Discs,Meteor Hammer,2,3,0,0,176,21.2,2,1.5,19.2,1,7.1,52.5,8.64
Yikun Discs,Tomahawk,5,6,0,0,179.3,21.6,1.9,1.3,19,1.3,6,34.75,9.55
Black Zombie Disc Golf,Flame Thrower,11.5,6,-2,2,179.3,21.6,1.7,1.2,17.2,2.2,5.6,30,10.11
Mint Discs,Profit,2,3,0,2,175.1,21.1,1.9,1.6,18.9,1.1,7.6,65.75,9.66
